,level_0,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,median_price,status,x% lower,estimate_profit,estimate_profit%,x%_lower,hypothesis
7829,7829,226109056,2015-03-26,170000.0,1,0.75,850,5600,1.0,0,2,3,6,850.0,0,1903,1994,98019,47.7654,-121.48,900,12250,288656.17,Buy_SRP,58.98673100120627,118656.16999999998,69.8,41.1,H8
7830,7830,2129700320,2015-05-05,250000.0,1,0.75,940,87120,1.0,0,0,3,6,940.0,0,1944,0,98019,47.7182,-121.956,1930,165528,303718.588,Buy_SRP,39.686369119420995,53718.58799999999,21.5,17.7,H8
7831,7831,4047200950,2014-06-09,265000.0,2,1.0,1000,31505,1.0,0,0,3,6,1000.0,0,1960,0,98019,47.7659,-121.899,1560,22597,313760.19999999995,Buy_SRP,36.06755126658625,48760.19999999995,18.4,15.5,H8
7832,7832,2130702270,2014-06-28,234000.0,3,1.0,1040,8128,1.0,0,0,3,6,1040.0,0,1983,0,98019,47.7425,-121.981,1520,7500,320454.608,Buy_SRP,43.54644149577804,86454.60800000001,36.9,27.0,H8
7833,7833,1402810140,2014-05-05,300000.0,3,2.0,1050,10072,1.0,0,0,3,7,1050.0,0,1986,0,98019,47.7341,-121.976,1130,10087,322128.20999999996,Buy_SRP,27.62364294330518,22128.209999999963,7.4,6.9,H8
7834,7834,4047200265,2014-08-11,325000.0,2,1.0,1100,17817,1.0,0,0,3,7,620.0,480,1980,0,98019,47.7728,-121.9,1790,20009,330496.22,Buy,21.592279855247288,5496.219999999972,1.7,1.7,H8
7835,7835,1626079066,2014-08-06,290000.0,2,1.0,1120,217800,1.0,0,0,3,6,1120.0,0,1976,0,98019,47.7378,-121.912,1480,217800,333843.424,Buy_SRP,30.036188178528345,43843.424,15.1,13.1,H8
7836,7836,1402810150,2015-03-10,315500.0,3,2.0,1160,10079,1.0,0,0,3,7,1160.0,0,1986,0,98019,47.7341,-121.976,1130,10087,340537.832,Buy,23.884197828709286,25037.831999999995,7.9,7.4,H8
7837,7837,2132200230,2015-02-11,325000.0,3,1.5,1320,7560,1.0,0,0,3,6,840.0,480,1983,0,98019,47.7451,-121.98,1210,7560,367315.464,Buy,21.592279855247288,42315.46399999998,13.0,11.5,H8
7838,7838,1549500370,2014-05-05,210000.0,3,1.0,1340,306848,1.0,0,0,3,5,1340.0,0,1953,0,98019,47.7534,-121.912,1800,128066,370662.66799999995,Buy_SRP,49.336550060313634,160662.66799999995,76.5,43.3,H8
7839,7839,2426069085,2014-05-13,322500.0,3,2.0,1350,14200,1.0,0,0,3,7,1350.0,0,1989,0,98019,47.7315,-121.972,2100,15101,372336.27,Buy,22.19541616405307,49836.27000000002,15.5,13.4,H8
7840,7840,2130200160,2014-06-09,325000.0,3,2.0,1350,11805,1.0,0,0,3,7,1350.0,0,1986,0,98019,47.7313,-121.971,1350,14200,372336.27,Buy,21.592279855247288,47336.27000000002,14.6,12.7,H8
7841,7841,2130701535,2015-02-04,279900.0,2,1.75,1360,10000,1.0,0,0,3,6,1360.0,0,1957,1989,98019,47.7421,-121.982,1430,10000,374009.872,Buy_SRP,32.472858866103735,94109.87199999997,33.6,25.2,H8
7842,7842,2131701410,2015-04-27,299950.0,3,2.25,1370,5000,2.0,0,0,3,7,1370.0,0,1990,0,98019,47.7372,-121.981,1600,7724,375683.474,Buy_SRP,27.635705669481304,75733.47399999999,25.2,20.2,H8
7843,7843,826079094,2015-03-24,330000.0,3,2.0,1400,218252,1.0,0,0,3,7,1400.0,0,1997,0,98019,47.7576,-121.934,2230,218222,380704.28,Buy,20.386007237635706,50704.28000000003,15.4,13.3,H8
7844,7844,2129700525,2014-10-28,322000.0,3,1.75,1400,18002,1.0,0,0,3,6,1400.0,0,1977,0,98019,47.725,-121.967,2240,14068,380704.28,Buy,22.316043425814236,58704.28000000003,18.2,15.4,H8
7845,7845,782700120,2015-03-23,334200.0,3,1.75,1410,45302,1.0,0,0,3,7,1410.0,0,1980,0,98019,47.7077,-121.914,2240,49222,382377.882,Buy,19.37273823884198,48177.88199999998,14.4,12.6,H8
7846,7846,3026079031,2014-08-06,211000.0,3,1.0,1410,47916,1.0,0,0,3,7,1410.0,0,1981,0,98019,47.7149,-121.96,1810,215622,382377.882,Buy_SRP,49.09529553679132,171377.88199999998,81.2,44.8,H8
7847,7847,1559900110,2014-12-23,325000.0,3,2.25,1440,6443,2.0,0,0,3,7,1440.0,0,1995,0,98019,47.7471,-121.979,1700,6749,387398.68799999997,Buy,21.592279855247288,62398.687999999966,19.2,16.1,H8
7848,7848,4047200580,2015-03-02,265000.0,2,1.5,1440,22081,2.0,0,0,3,7,1440.0,0,1990,0,98019,47.7698,-121.896,1440,19544,387398.68799999997,Buy_SRP,36.06755126658625,122398.68799999997,46.2,31.6,H8
7849,7849,782700150,2014-06-09,328000.0,3,1.75,1440,45302,2.0,0,0,3,7,1440.0,0,1977,0,98019,47.7078,-121.915,2080,49658,387398.68799999997,Buy,20.86851628468034,59398.687999999966,18.1,15.3,H8
7850,7850,2131200065,2014-12-11,265800.0,3,1.75,1460,7361,1.0,0,0,3,6,1460.0,0,1982,0,98019,47.7436,-121.979,1460,7505,390745.892,Buy_SRP,35.874547647768395,124945.89199999999,47.0,32.0,H8
7851,7851,3782400190,2014-08-12,329500.0,3,2.25,1500,9656,1.0,0,0,3,7,1170.0,330,1989,0,98019,47.7327,-121.982,1690,9656,397440.3,Buy,20.50663449939686,67940.29999999999,20.6,17.1,H8
7852,7852,6672920150,2015-04-06,330000.0,3,2.0,1500,11233,1.0,0,0,3,7,1500.0,0,1987,0,98019,47.7279,-121.967,1580,14013,397440.3,Buy,20.386007237635706,67440.29999999999,20.4,17.0,H8
7853,7853,2619950490,2014-07-12,335000.0,3,2.25,1530,4580,2.0,0,0,3,7,1530.0,0,2011,0,98019,47.7342,-121.968,2110,4094,402461.106,Buy,19.179734620024124,67461.10600000003,20.1,16.8,H8
7854,7854,7326200030,2015-04-13,350000.0,3,2.25,1550,5401,2.0,0,0,3,7,1550.0,0,2000,0,98019,47.737,-121.967,1740,4485,405808.31,Buy,15.560916767189381,55808.31,15.9,13.8,H8
7855,7855,7326200110,2014-12-22,324000.0,3,2.25,1550,4411,2.0,0,0,3,7,1550.0,0,2001,0,98019,47.7373,-121.966,1620,4621,405808.31,Buy,21.833534378769603,81808.31,25.2,20.2,H8
7856,7856,255550230,2014-11-18,299950.0,3,2.5,1570,2577,2.0,0,0,3,7,1570.0,0,2005,0,98019,47.7456,-121.984,1970,2952,409155.51399999997,Buy_SRP,27.635705669481304,109205.51399999997,36.4,26.7,H8
7857,7857,1518000080,2015-02-23,325000.0,3,2.5,1570,3143,2.0,0,0,3,7,1570.0,0,2001,0,98019,47.7364,-121.969,1740,3591,409155.51399999997,Buy,21.592279855247288,84155.51399999997,25.9,20.6,H8
7858,7858,1518000290,2015-03-16,325000.0,3,2.75,1580,4007,2.0,0,0,3,7,1580.0,0,2001,0,98019,47.7367,-121.969,1770,3799,410829.116,Buy,21.592279855247288,85829.11599999998,26.4,20.9,H8
7859,7859,1518000230,2014-12-31,315000.0,4,2.75,1580,3770,1.0,0,0,3,7,1080.0,500,2002,0,98019,47.7368,-121.968,1740,3800,410829.116,Buy,24.00482509047045,95829.11599999998,30.4,23.3,H8
7860,7860,9526500080,2014-07-29,337000.0,4,2.0,1590,8779,1.0,0,0,3,8,1590.0,0,2001,0,98019,47.7408,-121.974,2090,9600,412502.718,Buy,18.69722557297949,75502.718,22.4,18.3,H8
7861,7861,3820350120,2014-08-22,310000.0,3,2.5,1590,3359,2.0,0,0,3,7,1590.0,0,2000,0,98019,47.7349,-121.986,1820,3383,412502.718,Buy,25.21109770808203,102502.718,33.1,24.8,H8
7862,7862,3820350140,2014-08-27,300000.0,3,2.5,1590,3381,2.0,0,0,3,7,1590.0,0,2000,0,98019,47.7344,-121.986,1820,3383,412502.718,Buy_SRP,27.62364294330518,112502.718,37.5,27.3,H8
7863,7863,4047200695,2014-06-18,330000.0,3,2.5,1600,26977,2.0,0,0,3,8,1600.0,0,2005,0,98019,47.7736,-121.901,1790,27743,414176.32,Buy,20.386007237635706,84176.32,25.5,20.3,H8
7864,7864,112900110,2014-09-03,345000.0,3,2.5,1620,5992,2.0,0,0,3,7,1620.0,0,2001,0,98019,47.736,-121.965,1620,4644,417523.524,Buy,16.76718938480096,72523.52399999998,21.0,17.4,H8
7865,7865,4047200850,2015-04-02,387000.0,3,1.5,1620,21929,2.0,0,0,3,7,1620.0,0,1990,0,98019,47.767,-121.903,1600,21679,417523.524,Buy,6.634499396863691,30523.523999999976,7.9,7.3,H8
7866,7866,4047200820,2014-08-22,250000.0,3,1.0,1640,26127,2.0,0,0,3,6,1640.0,0,1975,0,98019,47.7656,-121.905,1620,25788,420870.728,Buy_SRP,39.686369119420995,170870.728,68.3,40.6,H8
7867,7867,1326069188,2015-05-11,350000.0,3,2.5,1640,10424,2.0,0,0,3,7,1640.0,0,1988,0,98019,47.7345,-121.977,1560,10101,420870.728,Buy,15.560916767189381,70870.728,20.2,16.8,H8
7868,7868,112900020,2014-07-01,300000.0,3,2.25,1660,5128,2.0,0,0,3,7,1660.0,0,2001,0,98019,47.7362,-121.967,1680,4652,424217.932,Buy_SRP,27.62364294330518,124217.93199999997,41.4,29.3,H8
7869,7869,2131200925,2014-07-29,331292.0,3,1.75,1660,10000,1.0,0,0,3,7,1660.0,0,1972,0,98019,47.741,-121.978,1770,10000,424217.932,Buy,20.07430639324488,92925.93199999997,28.0,21.9,H8
7870,7870,3782400040,2015-05-08,396000.0,3,2.25,1680,9766,2.0,0,0,3,7,1680.0,0,1989,0,98019,47.7341,-121.981,1590,9757,427565.136,Buy,4.463208685162845,31565.136,8.0,7.4,H8
7871,7871,4047200065,2014-06-23,400000.0,4,1.75,1700,20283,1.5,0,0,3,7,1340.0,360,1965,0,98019,47.7694,-121.903,1680,21369,430912.33999999997,Buy,3.49819059107358,30912.339999999967,7.7,7.2,H8
7872,7872,2131701075,2014-12-04,420000.0,3,1.75,1720,5000,1.5,0,0,3,8,1720.0,0,1932,2009,98019,47.738,-121.983,1410,8300,434259.544,Not Buy,0.0,14259.543999999994,3.4,3.3,H8
7873,7873,1559900080,2014-11-21,289200.0,3,2.25,1760,7023,2.0,0,0,3,7,1760.0,0,1995,0,98019,47.7468,-121.98,1760,7082,440953.952,Buy_SRP,30.2291917973462,151753.952,52.5,34.4,H8
7874,7874,1559900140,2014-12-22,350000.0,3,2.25,1760,9621,2.0,0,0,3,7,1760.0,0,1995,0,98019,47.7466,-121.979,1810,6589,440953.952,Buy,15.560916767189381,90953.95199999999,26.0,20.6,H8
7875,7875,2130702205,2015-04-06,390000.0,3,1.75,1790,7123,1.0,0,0,3,7,1790.0,0,1913,1995,98019,47.7429,-121.981,1660,8128,445974.758,Buy,5.910735826296742,55974.75799999997,14.4,12.6,H8
7876,7876,3782760280,2014-10-02,366000.0,3,2.5,1790,4065,2.0,0,0,3,8,1790.0,0,2009,0,98019,47.7344,-121.965,2480,4252,445974.758,Buy,11.700844390832332,79974.75799999997,21.9,17.9,H8
7877,7877,3296900280,2015-03-25,425000.0,3,2.5,1800,14036,2.0,0,0,3,8,1800.0,0,1993,0,98019,47.7334,-121.97,2450,14025,447648.36,Not Buy,0.0,22648.359999999986,5.3,5.1,H8
7878,7878,1559900200,2015-03-26,382000.0,3,2.25,1800,4500,2.0,0,0,3,7,1800.0,0,1995,0,98019,47.7462,-121.98,1760,6589,447648.36,Buy,7.840772014475272,65648.35999999999,17.2,14.7,H8
7879,7879,1518000070,2014-11-19,355000.0,3,2.5,1810,3192,1.0,0,0,3,7,1070.0,740,2001,0,98019,47.7364,-121.969,1740,3720,449321.962,Buy,14.3546441495778,94321.962,26.6,21.0,H8
7880,7880,3820350020,2015-04-28,359950.0,4,2.5,1820,3899,2.0,0,0,3,7,1820.0,0,1999,0,98019,47.735,-121.985,1820,3899,450995.564,Buy,13.16043425814234,91045.56400000001,25.3,20.2,H8
7881,7881,3820350070,2014-09-29,349950.0,4,2.5,1820,3134,2.0,0,0,3,7,1820.0,0,1999,0,98019,47.7351,-121.985,1820,3751,450995.564,Buy,15.572979493365501,101045.56400000001,28.9,22.4,H8
7882,7882,3820350050,2014-10-24,330000.0,4,2.5,1820,3905,2.0,0,0,3,7,1820.0,0,2001,0,98019,47.7346,-121.985,1820,3863,450995.564,Buy,20.386007237635706,120995.56400000001,36.7,26.8,H8
7883,7883,1326069191,2015-02-02,334000.0,3,2.25,1840,9781,2.0,0,0,3,7,1840.0,0,1989,0,98019,47.7347,-121.976,1490,10101,454342.768,Buy,19.420989143546443,120342.76799999998,36.0,26.5,H8
7884,7884,9429400170,2014-06-25,309620.0,3,2.5,1860,3730,2.0,0,0,3,8,1860.0,0,2012,0,98019,47.7442,-121.984,2110,4509,457689.972,Buy,25.302774427020502,148069.972,47.8,32.4,H8
7885,7885,4254000620,2014-10-07,410000.0,3,2.5,1860,15457,2.0,0,0,3,8,1860.0,0,1997,0,98019,47.7383,-121.955,2040,14055,457689.972,Buy,1.0856453558504175,47689.97200000001,11.6,10.4,H8
7886,7886,8724300030,2014-12-23,355000.0,3,2.25,1860,5028,2.0,0,0,3,8,1860.0,0,2012,0,98019,47.7318,-121.982,2320,5465,457689.972,Buy,14.3546441495778,102689.97200000001,28.9,22.4,H8
7887,7887,9429400060,2015-04-09,377000.0,3,2.5,1870,5333,2.0,0,0,3,8,1870.0,0,2012,0,98019,47.7447,-121.984,2100,3730,459363.57399999996,Buy,9.047044632086854,82363.57399999996,21.8,17.9,H8
7888,7888,1875500060,2014-07-31,395000.0,3,2.0,1890,14040,2.0,0,0,3,7,1890.0,0,1994,0,98019,47.7277,-121.962,1890,14018,462710.778,Buy,4.704463208685161,67710.77799999999,17.1,14.6,H8
7889,7889,2133020020,2015-01-16,372000.0,3,2.5,1920,15260,2.0,0,0,3,7,1920.0,0,1990,0,98019,47.7317,-121.964,2370,15235,467731.584,Buy,10.253317249698435,95731.58399999997,25.7,20.5,H8
7890,7890,3793400360,2014-08-14,380600.0,3,2.5,1920,12244,2.0,0,0,3,7,1920.0,0,1998,0,98019,47.7256,-121.97,1920,11859,467731.584,Buy,8.17852834740651,87131.58399999997,22.9,18.6,H8
7891,7891,255550100,2014-07-11,326000.0,3,2.25,1930,3462,2.0,0,0,3,7,1930.0,0,2004,0,98019,47.7453,-121.985,1930,2952,469405.186,Buy,21.35102533172497,143405.186,44.0,30.6,H8
7892,7892,1558500100,2014-09-16,360000.0,4,2.25,1930,6508,2.0,0,0,3,8,1930.0,0,1996,0,98019,47.7458,-121.977,2170,6548,469405.186,Buy,13.14837153196623,109405.18599999999,30.4,23.3,H8
7893,7893,255550070,2014-06-26,330675.0,4,3.0,1930,3031,1.0,0,0,3,7,1200.0,730,2006,0,98019,47.7457,-121.985,1930,2611,469405.186,Buy,20.223160434258148,138730.186,42.0,29.6,H8
7894,7894,255550270,2015-04-03,350000.0,3,2.5,1970,3655,2.0,0,0,3,7,1970.0,0,2003,0,98019,47.7453,-121.984,1970,2952,476099.594,Buy,15.560916767189381,126099.59399999998,36.0,26.5,H8
7895,7895,1626079154,2014-05-20,439000.0,3,2.0,2010,251341,2.0,0,0,3,8,1510.0,500,2003,0,98019,47.7416,-121.91,1780,108900,482794.002,Not Buy,0.0,43794.00199999998,10.0,9.1,H8
7896,7896,4254000220,2015-03-07,475000.0,4,2.5,2040,16200,2.0,0,0,3,8,2040.0,0,1997,0,98019,47.7366,-121.958,2530,15389,487814.80799999996,Not Buy,0.0,12814.80799999996,2.7,2.6,H8
7897,7897,1875500040,2015-01-27,330000.0,3,2.5,2040,14071,2.0,0,0,3,7,2040.0,0,1995,0,98019,47.7278,-121.963,1890,14040,487814.80799999996,Buy,20.386007237635706,157814.80799999996,47.8,32.4,H8
7898,7898,2133010290,2014-07-24,398000.0,4,2.5,2050,14724,2.0,0,0,3,7,2050.0,0,1989,0,98019,47.73,-121.969,1920,12841,489488.41,Buy,3.9806996381182125,91488.40999999997,23.0,18.7,H8
7899,7899,2619950350,2014-05-08,403000.0,3,2.75,2090,8354,2.0,0,0,3,8,2090.0,0,2012,0,98019,47.7336,-121.965,2280,6348,496182.81799999997,Buy,2.7744270205066313,93182.81799999997,23.1,18.8,H8
7900,7900,255550150,2014-11-18,352000.0,3,2.5,2090,3002,2.0,0,0,3,7,1670.0,420,2005,0,98019,47.745,-121.984,2090,3163,496182.81799999997,Buy,15.07840772014475,144182.81799999997,41.0,29.1,H8
7901,7901,9526500090,2014-08-22,400000.0,3,3.0,2090,7634,1.0,0,0,3,8,1450.0,640,2001,0,98019,47.7408,-121.974,2090,9600,496182.81799999997,Buy,3.49819059107358,96182.81799999997,24.0,19.4,H8
7902,7902,255550190,2014-07-22,350000.0,3,2.5,2100,3574,2.0,0,0,3,7,1690.0,410,2005,0,98019,47.7453,-121.984,1970,2962,497856.42,Buy,15.560916767189381,147856.41999999998,42.2,29.7,H8
7903,7903,808300490,2015-05-05,414000.0,4,2.5,2120,6497,2.0,0,0,3,7,2120.0,0,2003,0,98019,47.7241,-121.957,2230,6300,501203.624,Buy,0.12062726176115257,87203.62400000001,21.1,17.4,H8
7904,7904,808300310,2015-03-13,389000.0,4,2.25,2130,5337,2.0,0,0,3,7,2130.0,0,2001,0,98019,47.7237,-121.959,2300,6930,502877.22599999997,Buy,6.151990349819059,113877.22599999997,29.3,22.6,H8
7905,7905,1776460140,2014-07-24,395000.0,3,2.5,2130,5088,2.0,0,0,3,8,1840.0,290,2011,0,98019,47.7329,-121.976,2130,5762,502877.22599999997,Buy,4.704463208685161,107877.22599999997,27.3,21.5,H8
7906,7906,6672920050,2014-06-17,400000.0,3,2.25,2140,11266,2.0,0,0,3,7,2140.0,0,1986,0,98019,47.7267,-121.966,2000,14174,504550.828,Buy,3.49819059107358,104550.82799999998,26.1,20.7,H8
7907,7907,3175200220,2015-01-13,410000.0,3,2.5,2150,4332,2.0,0,0,3,8,2150.0,0,2013,0,98019,47.7373,-121.969,2140,4332,506224.43,Buy,1.0856453558504175,96224.43,23.5,19.0,H8
7908,7908,3296900160,2014-06-09,442500.0,4,2.5,2170,14024,2.0,0,0,3,8,2170.0,0,1992,0,98019,47.7346,-121.97,2240,14029,509571.63399999996,Not Buy,0.0,67071.63399999996,15.2,13.2,H8
7909,7909,1472800220,2014-09-09,463000.0,3,2.5,2190,17108,2.0,0,0,3,8,2190.0,0,1991,0,98019,47.7321,-121.964,2400,14040,512918.838,Not Buy,0.0,49918.83799999999,10.8,9.7,H8
7910,7910,2619950400,2014-07-14,396800.0,4,2.5,2200,6018,2.0,0,0,3,8,2200.0,0,2010,0,98019,47.7338,-121.966,2480,5899,514592.44,Buy,4.27020506634499,117792.44,29.7,22.9,H8
7911,7911,808300460,2014-08-11,415000.0,4,2.5,2230,5743,2.0,0,0,3,7,2230.0,0,2002,0,98019,47.7245,-121.957,2490,6300,519613.246,Not Buy,0.0,104613.24599999998,25.2,20.1,H8
7912,7912,1313300300,2015-04-07,499000.0,4,2.75,2250,14149,2.0,0,0,3,9,2250.0,0,1992,0,98019,47.7353,-121.962,2450,14027,522960.44999999995,Not Buy,0.0,23960.449999999953,4.8,4.6,H8
7913,7913,2619950740,2015-01-09,435000.0,3,2.5,2260,5100,2.0,0,0,3,8,2260.0,0,2007,0,98019,47.7341,-121.968,2260,5100,524634.0519999999,Not Buy,0.0,89634.05199999991,20.6,17.1,H8
7914,7914,808300550,2015-05-05,453250.0,4,2.5,2260,6300,2.0,0,0,3,7,2260.0,0,2001,0,98019,47.7235,-121.958,2300,6300,524634.0519999999,Not Buy,0.0,71384.05199999991,15.7,13.6,H8
7915,7915,2619950110,2014-06-24,415000.0,3,2.5,2280,6031,2.0,0,0,3,8,2280.0,0,2011,0,98019,47.7322,-121.966,2430,7200,527981.256,Not Buy,0.0,112981.25600000005,27.2,21.4,H8
7916,7916,1776460110,2014-12-23,395000.0,4,2.75,2280,5013,2.0,0,0,3,8,2280.0,0,2009,0,98019,47.7333,-121.976,2130,5121,527981.256,Buy,4.704463208685161,132981.25600000005,33.7,25.2,H8
7917,7917,8035350090,2014-06-16,435000.0,3,2.5,2300,9521,2.0,0,0,3,8,2300.0,0,2003,0,98019,47.7447,-121.976,3020,10042,531328.46,Not Buy,0.0,96328.45999999996,22.1,18.1,H8
7918,7918,8568010310,2014-09-12,510000.0,3,2.5,2300,27566,2.0,0,0,3,9,2300.0,0,1995,0,98019,47.7369,-121.96,2480,16650,531328.46,Not Buy,0.0,21328.459999999963,4.2,4.0,H8
7919,7919,1383500070,2015-02-10,525000.0,4,2.5,2303,16801,2.0,0,0,3,8,2303.0,0,1995,0,98019,47.7266,-121.966,2080,14013,531830.5406,Not Buy,0.0,6830.540599999949,1.3,1.3,H8
7920,7920,1313300340,2014-05-14,470000.0,4,2.5,2310,14023,2.0,0,0,3,9,2310.0,0,1991,0,98019,47.7351,-121.964,2410,14007,533002.0619999999,Not Buy,0.0,63002.06199999992,13.4,11.8,H8
7921,7921,2130702350,2014-06-04,364950.0,4,2.5,2310,8030,2.0,0,0,3,7,2310.0,0,1978,0,98019,47.7433,-121.982,1780,8041,533002.0619999999,Buy,11.954161640530758,168052.06199999992,46.0,31.5,H8
7922,7922,2131200766,2014-05-22,307000.0,3,1.5,2320,7500,1.0,0,0,3,7,2320.0,0,1976,0,98019,47.7413,-121.979,1480,10000,534675.664,Buy,25.93486127864898,227675.664,74.2,42.6,H8
7923,7923,1443550080,2015-03-30,487600.0,4,2.5,2340,12080,2.0,0,0,3,8,2340.0,0,1999,0,98019,47.7325,-121.969,2200,12403,538022.868,Not Buy,0.0,50422.86800000002,10.3,9.4,H8
7924,7924,1038000040,2014-06-05,499950.0,3,2.5,2370,12753,2.0,0,0,3,7,2370.0,0,2001,0,98019,47.7359,-121.984,2280,16808,543043.674,Not Buy,0.0,43093.674,8.6,7.9,H8
7925,7925,1776460190,2014-06-26,429900.0,3,2.5,2370,5353,2.0,0,0,3,8,2370.0,0,2009,0,98019,47.7333,-121.975,2130,6850,543043.674,Not Buy,0.0,113143.674,26.3,20.8,H8
7926,7926,5535600640,2014-09-12,489950.0,3,2.5,2400,7478,2.0,0,0,3,9,2400.0,0,2002,0,98019,47.7362,-121.974,2980,8182,548064.48,Not Buy,0.0,58114.47999999998,11.9,10.6,H8
7927,7927,2494000070,2015-01-27,480000.0,4,2.5,2480,5100,2.0,0,0,3,8,2480.0,0,2007,0,98019,47.7383,-121.969,2270,5115,561453.296,Not Buy,0.0,81453.29599999997,17.0,14.5,H8
7928,7928,808300470,2014-12-02,436000.0,4,2.5,2495,5751,2.0,0,0,3,7,2495.0,0,2002,0,98019,47.7243,-121.957,2490,6300,563963.699,Not Buy,0.0,127963.69900000002,29.3,22.7,H8
7929,7929,3782760080,2014-07-18,410000.0,4,2.25,2510,4090,2.0,0,0,3,8,1840.0,670,2012,0,98019,47.7345,-121.967,2070,4090,566474.102,Buy,1.0856453558504175,156474.10199999996,38.2,27.6,H8
7930,7930,1522700060,2014-06-24,518000.0,4,2.75,2520,14021,2.0,0,0,3,9,2520.0,0,1999,0,98019,47.7344,-121.957,2330,14007,568147.7039999999,Not Buy,0.0,50147.70399999991,9.7,8.8,H8
7931,7931,1626079132,2014-06-05,499500.0,3,2.5,2520,53143,1.5,0,0,3,7,2520.0,0,1988,0,98019,47.743,-121.925,2020,56628,568147.7039999999,Not Buy,0.0,68647.70399999991,13.7,12.1,H8
7932,7932,808300270,2014-05-27,450000.0,4,2.5,2520,8515,2.0,0,0,3,7,2520.0,0,1999,0,98019,47.7233,-121.959,2130,6930,568147.7039999999,Not Buy,0.0,118147.70399999991,26.3,20.8,H8
7933,7933,4254000540,2014-07-08,469950.0,4,2.75,2530,14178,2.0,0,0,3,8,2530.0,0,1997,0,98019,47.737,-121.955,2530,14055,569821.306,Not Buy,0.0,99871.30599999998,21.3,17.5,H8
7934,7934,1313300400,2014-07-01,435000.0,3,2.5,2530,13446,2.0,0,0,3,9,2530.0,0,1993,0,98019,47.7345,-121.961,2450,13446,569821.306,Not Buy,0.0,134821.30599999998,31.0,23.7,H8
7935,7935,4254000060,2014-10-02,525000.0,4,2.75,2530,17856,2.0,0,0,3,8,2530.0,0,1998,0,98019,47.7356,-121.959,2530,14640,569821.306,Not Buy,0.0,44821.30599999998,8.5,7.9,H8
7936,7936,2126079014,2014-05-12,540000.0,4,2.25,2540,228254,1.0,0,0,3,8,1450.0,1090,1990,0,98019,47.719,-121.912,1780,59241,571494.908,Not Buy,0.0,31494.908000000054,5.8,5.5,H8
7937,7937,1472800160,2015-02-18,406250.0,4,3.25,2550,11524,2.0,0,0,3,8,2550.0,0,1990,0,98019,47.7324,-121.963,2370,14001,573168.51,Buy,1.9903498190591118,166918.51,41.1,29.1,H8
7938,7938,7787920160,2015-04-27,472000.0,5,2.5,2570,7412,2.0,0,0,3,8,2570.0,0,2006,0,98019,47.7265,-121.957,2890,8056,576515.7139999999,Not Buy,0.0,104515.71399999992,22.1,18.1,H8
7939,7939,7787920080,2014-06-16,492500.0,5,2.5,2570,9962,2.0,0,0,3,8,2570.0,0,2006,0,98019,47.7275,-121.957,2890,9075,576515.7139999999,Not Buy,0.0,84015.71399999992,17.1,14.6,H8
7940,7940,8567450180,2014-05-29,525000.0,5,2.5,2630,9216,2.0,0,0,3,8,2630.0,0,2003,0,98019,47.7379,-121.966,2020,4980,586557.326,Not Buy,0.0,61557.326,11.7,10.5,H8
7941,7941,1443550020,2015-05-06,570000.0,4,2.5,2640,11816,2.0,0,0,3,8,2640.0,0,1999,0,98019,47.733,-121.968,2400,11816,588230.928,Not Buy,0.0,18230.927999999956,3.2,3.1,H8
7942,7942,808300090,2015-01-16,435000.0,4,2.5,2650,9065,2.0,0,0,3,7,2650.0,0,2000,0,98019,47.7258,-121.959,2590,13218,589904.53,Not Buy,0.0,154904.53000000003,35.6,26.3,H8
7943,7943,1517900100,2014-10-21,499000.0,4,2.5,2680,10590,2.0,0,0,3,8,2680.0,0,2004,0,98019,47.7377,-121.97,2330,5566,594925.3359999999,Not Buy,0.0,95925.3359999999,19.2,16.1,H8
7944,7944,1326069094,2015-02-25,524950.0,3,1.5,2700,24539,2.0,0,0,3,7,2120.0,580,1977,2014,98019,47.7348,-121.984,1830,11000,598272.54,Not Buy,0.0,73322.54000000004,14.0,12.3,H8
7945,7945,2619950310,2015-05-07,489500.0,4,3.5,2730,5707,2.0,0,0,3,8,2000.0,730,2011,0,98019,47.7327,-121.965,2430,5899,603293.3459999999,Not Buy,0.0,113793.3459999999,23.2,18.9,H8
7946,7946,2619950070,2014-08-26,430000.0,4,2.5,2750,7200,2.0,0,0,3,8,2750.0,0,2011,0,98019,47.7327,-121.966,2750,7200,606640.55,Not Buy,0.0,176640.55000000005,41.1,29.1,H8
7947,7947,2787250080,2015-03-27,535000.0,4,2.5,2750,15099,2.0,0,0,3,8,2750.0,0,1994,0,98019,47.7298,-121.972,2500,14564,606640.55,Not Buy,0.0,71640.55000000005,13.4,11.8,H8
7948,7948,8567450080,2015-03-25,545000.0,4,2.5,2755,11612,2.0,0,0,3,8,2755.0,0,2001,0,98019,47.7394,-121.965,2820,12831,607477.351,Not Buy,0.0,62477.351000000024,11.5,10.3,H8
7949,7949,3782760040,2014-06-03,402500.0,3,3.25,2780,4002,2.0,0,0,3,8,2780.0,0,2009,0,98019,47.7348,-121.966,1890,4090,611661.3559999999,Buy,2.895054282267795,209161.3559999999,52.0,34.2,H8
